Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
puulymykäs	Cartodere constricta	Stable population; Common	LC (2019)		
	Migneauxia lederi	Very rare	NA (2019)		Migneauxia orientalis Reitter, 1877
karvanyhäkäs	Corticaria pubescens	Stable population; Common	LC (2019)		
lapinnyhäkäs	Corticaria dentiventris	Stable population; Very rare	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
mäntynyhäkäs	Corticaria pineti	Stable population; Very rare	NT (2019)	Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
rantanyhäkäs	Corticaria crenulata	Stable population; Very rare	NT (2019)		
tallinyhäkäs	Corticaria fulva	Stable population; Very rare	NA (2019)		
ketonyhäkäs	Corticaria umbilicata	Stable population; Common	LC (2019)		
sarvinyhäkäs	Corticaria aphictoides	Stable population; Very rare	LC (2019)		Corticaria porochini Johnson, 2007
	Corticaria impressa	Stable population; Common	LC (2019)		
kääpänyhäkäs	Corticaria lapponica	Stable population; Common	LC (2019)		
numminyhäkäs	Corticaria saginata	Stable population; Common	LC (2019)		
hammasnyhäkäs	Corticaria serrata	Stable population; Common	LC (2019)		
	Corticaria subamurensis	Stable population; Rare	LC (2019)		
kulonyhäkäs	Corticaria andreasi	Extinct; Old records only; Very rare	RE (2019)	Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); EU Habitats Directive Annex II; EU Habitats Directive Annex II, Finland's Natura species; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	Corticaria strandi Palm, 1949, nec Roubal, 1934
pohjannyhäkäs	Corticaria orbicollis	Stable population; Common	LC (2019)		Corticaria munsteri A. Strand, 1937
kuusinyhäkäs	Corticaria longicornis	Stable population; Common	LC (2019)		Corticaria abietorum Motschulsky, 1867
havunyhäkäs	Corticaria interstitialis	Stable population; Common	LC (2019)		
käpynyhäkäs	Corticaria foveola	Stable population; Rare	LC (2019)		
kangasnyhäkäs	Corticaria rubripes	Stable population; Common	LC (2019)		
	Corticaria polypori	Stable population; Common	LC (2019)		
kelonyhäkäs	Corticaria alleni	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
haapanyhäkäs	Corticaria crenicollis	Stable population; Common	LC (2019)		
suomennyhäkäs	Corticaria fennica	Stable population; Very rare	LC (2019)		
kuorinyhäkäs	Corticaria lateritia	Stable population; Common	LC (2019)		
pikkunyhäkäs	Corticaria longicollis	Stable population; Common	LC (2019)		
vähänyhäkäs	Corticaria inconspicua	Stable population; Very rare	DD (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Corticaria lukashuki	Stable population; Very rare			
	Corticaria bella	Old records only; Very rare			
kalvasnyhäkäs	Corticaria elongata	Stable population; Common	LC (2019)		
närenyhäkäs	Corticaria obsoleta	Stable population; Rare	LC (2019)		
	Corticaria fagi	Old records only; Very rare	NE (2019)		
ruostenyhäkäs	Corticaria ferruginea	Stable population; Common	LC (2019)		
kurenyhäkäs	Cortinicara gibbosa	Stable population; Common	LC (2019)		
	Corticarina similata	Stable population; Common	LC (2019)		
kerinyhäkäs	Corticarina lambiana	Stable population; Rare	LC (2019)		
karikenyhäkäs	Corticarina parvula	Stable population; Common	LC (2019)		Corticarina obfuscata Strand, 1937
	Corticarina truncatella	Not established; Very rare	NA (2019)		
maastonyhäkäs	Corticarina minuta	Stable population; Common	LC (2019)		Corticarina fuscula (Gyllenhal, 1827)
	Corticarina latipennis	Stable population; Common	LC (2019)		
hietanyhäkäs	Melanophthalma transversalis	Stable population; Common	LC (2019)		Melanophthalma curticollis (Mannerheim, 1844)
dyyninyhäkäs	Melanophthalma suturalis	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Triphyllus bicolor	Very rare	NA (2019)		
pikkukarvasieniäinen	Litargus connexus	Stable population; Common	LC (2019)		
	Litargus balteatus	Very rare			
läikkäkarvasieniäinen	Mycetophagus quadripustulatus	Stable population; Common	LC (2019)		
	Mycetophagus ater	Very rare	NA (2019)		
	Mycetophagus piceus	Stable population; Common	LC (2019)		Mycetophagus salicis Brisout de Barneville, 1862
	Mycetophagus decempunctatus	Stable population; Common	LC (2019)		
lehtokarvasieniäinen	Mycetophagus atomarius	Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
täpläkarvasieniäinen	Mycetophagus quadriguttatus	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kirjokarvasieniäinen	Mycetophagus multipunctatus	Stable population; Common	LC (2019)		
	Mycetophagus fulvicollis	Stable population; Common	LC (2019)		
	Mycetophagus populi	Stable population; Common	LC (2019)		
	Mycetophagus tschitscherini	Import			
	Typhaea stercorea	Stable population; Common	LC (2019)		
	Typhaea haagi	Stable population; Very rare	LC (2019)		Typhaea decipiens Lohse, 1989
	Cis lineatocribratus	Stable population; Common	LC (2019)		
	Cis castaneus	Stable population; Common	LC (2019)		Cis alter Silfverberg, 1991
	Cis jacquemartii	Stable population; Common	LC (2019)		
	Cis glabratus	Stable population; Common	LC (2019)		
	Cis comptus	Stable population; Common	LC (2019)		
nukkakääpiäinen	Cis micans	Stable population; Common	LC (2019)		Cis hispidus (Paykull, 1798); Cis crenatus C.R. Sahlberg, 1836; Cis albohispidulus Reitter, 1901; Cis ruficornis Marsham, 1802; Cis nitidicollis Abeille de Perrin, 1874
	Cis submicans	Rare	LC (2019)		
isokääpiäinen	Cis boleti	Stable population; Common	LC (2019)		
	Cis rugulosus	Old records only; Very rare	NE (2019)		
kantokääpiäinen	Cis quadridens	Stable population; Common	LC (2019)		
pistekääpiäinen	Cis punctulatus	Stable population; Common	LC (2019)		
	Cis fagi	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Cis fuscatus Mellié, 1848
	Cis dentatus	Stable population; Common	LC (2019)		
	Cis bidentatus	Stable population; Common	LC (2019)		
salokääpiäinen	Cis fissicornis	Stable population; Rare	LC (2019)		Cis germanicus Abeille de Perrin, 1874; Cis sublaminatus Wankowicz, 1869
	Cis vestitus	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Orthocis vestitus (Mellié, 1848)
	Cis festivus	Stable population; Rare	LC (2019)		Orthocis festivus (Panzer,1793)
	Ennearthron cornutum	Stable population; Common	LC (2019)		
	Ennearthron palmi	Stable population; Rare	LC (2019)		
	Dolichocis laricinus	Stable population; Common	LC (2019)		Ennearthron laricinum (Mellie, 1848)
	Orthocis alni	Stable population; Common	LC (2019)		
	Orthocis linearis	Stable population; Rare	LC (2019)		
	Hadraule elongatula	Stable population; Common	LC (2019)		Hadreule elongatula (Gyllenhal, 1827)
valkosukaskääpiäinen	Sulcacis nitidus	Stable population; Common	LC (2019)		Sulcacis affinis (Gyllenhal, 1827)
	Sulcacis bidentulus				
keltasukaskääpiäinen	Sulcacis fronticornis	Stable population; Common	LC (2019)		
vienankääpiäinen	Wagaicis wagai	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
	Ropalodontus strandi	Stable population; Common	LC (2019)		
siloleukakääpiäinen	Octotemnus glabriculus	Stable population; Common	LC (2019)		
hammasleukakääpiäinen	Octotemnus mandibularis	Old records only; Extinct; Very rare	RE (2019)		
isovalekääpiäinen	Tetratoma fungorum	Stable population; Rare	LC (2019)		
	Tetratoma ancora	Stable population; Common	LC (2019)		
	Hallomenus binotatus	Stable population; Common	LC (2019)		
	Hallomenus axillaris	Stable population; Common	LC (2019)		
vironkeiju	Eustrophus dermestoides	Old records only; Very rare	RE (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
tummakääpäkeiju	Orchesia micans	Stable population; Common	LC (2019)		
pikkukääpäkeiju	Orchesia minor	Stable population; Common	LC (2019)		
vyökääpäkeiju	Orchesia fasciata	Stable population; Common	LC (2019)		
kirjokääpäkeiju	Orchesia undulata	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
ruskosienikeiju	Abdera affinis	Stable population; Common	LC (2019)		
kirjosienikeiju	Abdera flexuosa	Stable population; Common	LC (2019)		
täpläsienikeiju	Wanachia triguttata	Stable population; Common	LC (2019)		Abdera triguttata (Gyllenhal, 1810)
täplämustakeiju	Dircaea quadriguttata	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
ruskokeiju	Phloiotrya rufipes	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
lahokuoriainen	Xylita laevigata	Stable population; Common	LC (2019)		
liekokuoriainen	Dolotarsus lividus	Stable population; Common	LC (2019)		Xylita livida (Sahlberg, 1833)
valeseppä	Serropalpus barbatus	Stable population; Common	LC (2019)		
vyökeiju	Hypulus bifasciatus	Stable population; Rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
havuliekokeiju	Zilora ferruginea	Stable population; Common	LC (2019)		
näreliekokeiju	Zilora elongata	Stable population; Very rare	NE (2019)		
vähämustakeiju	Melandrya barbata	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
isomustakeiju	Melandrya dubia	Stable population; Common	LC (2019)		
kaskikeiju	Phryganophilus ruficollis	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); Species requiring strict protection within the European Union (NVF 2023/1066, Appendix 7); EU Habitats Directive Annex II; EU Habitats Directive Annex IV; Priority species (EU Habitats Directive, Appendix II); EU Habitats Directive Annex II, Finland's Natura species; Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
haapasyöksykäs	Tomoxia bucephala	Stable population; Common	LC (2019)		
vyösyöksykäs	Variimorda villosa	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Mordella fasciata Fabricius, 1775
kaakonsyöksykäs	Variimorda basalis	Stable population; Very rare	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Mordella aculeata	Stable population; Common	LC (2019)		
	Mordella holomelaena	Stable population; Common	LC (2019)		
	Mordella brachyura	Stable population; Very rare	NE (2019)		
helmisyöksykäs	Hoshihananomia perlata	Stable population; Rare	LC (2019)		
	Mordellaria aurofasciata	Very rare	NA (2019)		
kantosyöksykäs	Curtimorda maculosa	Stable population; Common	LC (2019)		Mordella maculosa (Naezen, 1794)
kaukosyöksykäs	Conalia baudii	Stable population; Very rare	CR (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
	Mordellistena parvula	Stable population; Common	LC (2019)		
	Mordellistena falsoparvula	Very rare	LC (2019)		
	Mordellistena connata	Stable population; Very rare	DD (2019)		
	Mordellistena thurepalmi	Stable population; Very rare	DD (2019)		
	Mordellistena rhenana	Stable population; Very rare	DD (2019)		
	Mordellistena carinthiaca	Stable population; Very rare	DD (2019)		
	Mordellistena reitteri	Old records only; Very rare; Irregular vagrant	NA (2019)		
	Mordellistena purpureonigrans	Stable population; Common	LC (2019)		
	Mordellistena dieckmanni	Stable population; Rare	LC (2019)		
pulmasyöksykäs	Mordellistena pumila	Stable population; Common	LC (2019)		
	Mordellistena pseudopumila	Stable population; Common	LC (2019)		
	Mordellistena pygmaeola	Stable population; Very rare	DD (2019)		
	Mordellistena praesagita	Stable population; Very rare	DD (2019)		
	Mordellistena multicicatrix	Stable population; Very rare	DD (2019)		
	Mordellistena secreta	Stable population; Very rare	LC (2019)		
	Mordellistena variegata	Stable population; Rare	LC (2019)		
olkasyöksykäs	Mordellistena humeralis	Stable population; Common	LC (2019)		
lehtosyöksykäs	Mordellochroa abdominalis	Stable population; Common	LC (2019)		
kannussyöksykäs	Mordellochroa tournieri	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
jumiloisikka	Pelecotoma fennica	Stable population; Rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
torakkaloisikka	Ripidius quadriceps	Stable population; Very rare	LC (2019)		
ampiaisloisikka	Metoecus paradoxus	Stable population; Rare	LC (2019)		
leppäkätkä	Synchita humeralis	Stable population; Common	LC (2019)		
liekokätkä	Bitoma crenata	Stable population; Common	LC (2019)		
närekätkä	Lasconotus jelskii	Stable population; Common	LC (2019)		Lado jelskii Wankowiez, 1867; Othismopteryx carinatus (J. R. Sahlberg, 1871)
karttukätkä	Orthocerus clavicornis	Stable population; Common	LC (2019)		
niittymartikas	Lagria hirta	Stable population; Common	LC (2019)		
	Palorus subdepressus	Import	NA (2019)		
	Palorus depressus	Stable population; Rare	LC (2019)		
haisupimikkä	Bolitophagus reticulatus	Stable population; Common	LC (2019)		
rikkikääpäpimikkä	Eledona agricola	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
pirttipukki	Tenebrio obscurus	Extinct; Old records only; Very rare	RE (2019)		
Yellow Mealworm Beetle	Tenebrio molitor	Stable population; Common	LC (2019)		
kuoripimikkä	Bius thoracicus	Stable population; Common	LC (2019)		
kanatunkkari	Alphitobius diaperinus	Stable population; Very rare	NA (2019)		
kiiltotunkkari	Alphitobius laevigatus		NA (2019)		
	Diaclina fagi				
	Tribolium madens	Very rare	NA (2019)		
vakkakuoriainen	Tribolium castaneum	Stable population; Common	NA (2019)		
rohmukuoriainen	Tribolium destructor	Stable population; Anthropogenic; Common	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
confused flour beetle	Tribolium confusum	Stable population; Anthropogenic; Common	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
riisipimikkä	Latheticus oryzae	Import	NA (2019)		
	Uloma culinaris	Not established; Very rare	LC (2019)		
purupimikkä	Uloma rufa	Stable population; Rare	LC (2019)		Uloma perroudii Mulsant & Guillebeau, 1855
	Nalassus dermestoides	Import	NA (2019)		
kalmankuoriainen	Blaps mortisaga	Extinct; Old records only; Very rare	RE (2019)		
	Blaps lethifera	Import	NA (2019)		
	Blaps mucronata	Import	NA (2019)		
	Opatrum riparium	Stable population; Rare	LC (2019)		
pikkusavipimikkä	Opatrum sabulosum	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
käpäspimikkä	Melanimon tibialis	Stable population; Common	LC (2019)		
sarvipimikkä	Gnatocerus cornutus	Anthropogenic; Very rare	NA (2019)		
leukapimikkä	Gnatocerus maxillosus	Import	NA (2019)		
	Cynaeus angustus	Stable population; Rare	NA (2019)		
vyöpimikkä	Alphitophagus bifasciatus	Stable population; Rare	LC (2019)		
kirjopimikkä	Diaperis boleti	Stable population; Common	LC (2019)		
kääpäpimikkä	Neomida haemorrhoidalis	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
sinipimikkä	Platydema violacea	Extinct; Old records only; Very rare	RE (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	Platydema violaceum (Fabricius, 1790)
lahopimikkä	Pentaphyllus testaceus	Stable population; Very rare	NT (2019)	Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
tylppöpimikkä	Scaphidema metallica	Stable population; Common	LC (2019)		Scaphidema metallicum (Fabricius, 1792)
liivapimikkä	Crypticus quisquilius	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
	Myrmechixenus subterraneus	Stable population; Rare	LC (2019)		
	Myrmechixenus vaporariorum	Stable population; Rare	LC (2019)		
	Corticeus unicolor	Very rare	NA (2019)		
pitkähukka	Corticeus longulus	Stable population; Rare	LC (2019)		
isohukka	Corticeus fraxini	Stable population; Rare	LC (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010	
juovahukka	Corticeus suturalis	Stable population; Common	LC (2019)		
kirjohukka	Corticeus bicolor	Stable population; Common	LC (2019)		
soukkahukka	Corticeus linearis	Stable population; Common	LC (2019)		
rikkipimikkä	Cteniopus sulphureus	Old records only; Stable population; Very rare	RE (2019)		Cteniopus flavus (Scopoli, 1763)
	Mycetochara flavipes	Stable population; Common	LC (2019)		
	Mycetochara axillaris	Stable population; Common	LC (2019)		
hartosienipimikkä	Mycetochara humeralis	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
mustasienipimikkä	Mycetochara obscura	Stable population; Common	LC (2019)		
ontonpimikkä	Allecula morio	Extinct; Old records only; Very rare	RE (2019)		
havuliekopimikkä	Hymenophorus avajewi	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
lännenvaajapimikkä	Prionychus ater	Stable population; Rare	LC (2019)		
idänvaajapimikkä	Prionychus melanarius	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
jääräpimikkä	Pseudocistela ceramboides	Stable population; Common	LC (2019)		
	Isomira murina	Stable population; Rare	LC (2019)		
	Isomira thoracica				
sysipimikkä	Upis ceramboides	Stable population; Common	NT (2019)	Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
kaunojalka	Calopus serraticornis	Stable population; Common	LC (2019)		
möljäkeiju	Nacerdes melanura	Stable population; Very rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
uppokeiju	Ditylus laevis	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
isokultakeiju	Chrysanthia viridissima	Stable population; Rare	LC (2019)		Chrysanthia viridis (De Geer, 1775)
pikkukultakeiju	Chrysanthia geniculata	Stable population; Common	LC (2019)		Chrysanthia nigricornis (Westhoff, 1881)
väripaksureisi	Oedemera croceicollis	Stable population; Very rare	LC (2019)		
hoikkapaksureisi	Oedemera lurida	Stable population; Rare	LC (2019)		
	Oedemera subrobusta	Stable population; Rare	LC (2019)		
viherpaksureisi	Oedemera virescens	Stable population; Common	LC (2019)		
ruskopaksureisi	Oedemera femorata	Stable population; Common	LC (2019)		Oedemera flavescens (Linnaeus, 1767)
syyskallokas	Stenotrachelus aeneus	Stable population; Common	LC (2019)		
harmokallokas	Scotodes annulatus	Stable population; Very rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
isotoukohärkä	Meloe proscarabaeus	Stable population; Very rare	NT (2019)	OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
sinitoukohärkä	Meloe violaceus	Stable population; Common	LC (2019)		
Short-necked oil beetle	Meloe brevicollis	Stable population; Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023)	
	Meloe cicatricosus				
huhtihärkä	Apalus bimaculatus	Old records only; Extinct; Very rare	RE (2019)		
lahokapo	Boros schneideri	Stable population; Rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); EU Habitats Directive Annex II; EU Habitats Directive Annex II, Finland's Natura species; OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
laakakolva	Pytho depressus	Stable population; Common	LC (2019)		Pytho castaneus (Fabricius, 1792)
korpikolva	Pytho kolwensis	Stable population; Rare	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Animal species that are protected in the whole country(NCD 2023/1066, Appendix 1); Species requiring strict protection within the European Union (NVF 2023/1066, Appendix 7); EU Habitats Directive Annex II; EU Habitats Directive Annex IV; EU Habitats Directive Annex II, Finland's Natura species; Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
murroskolva	Pytho abieticola	Stable population; Rare	NT (2019)	OUTDATED Safeguarding Endangered Species in Forestry – Project 2007-2010; Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
Black-headed cardinal beetle	Pyrochroa coccinea	Stable population; Rare	LC (2019)		
rusohelokuoriainen	Schizotus pectinicornis	Stable population; Common	LC (2019)		
